USERNAME, TIMESTAMP, ACTION, RESOURCE
quhundley, 03/11/2015 12:43:49AM, enable, office visit OV01897
fzalcala, 03/11/2015 01:30:41PM, order, message M1819
fzalcala, 03/11/2015 01:35:46PM, create, message M4467
xcherndon, 03/12/2015 02:34:17AM, complete, appointment A003583
qylarry, 03/12/2015 09:25:34AM, import, notification NX0848
fzalcala, 03/12/2015 10:03:03AM, update, notification NX0017
quhundley, 03/12/2015 11:57:56AM, update, office visit OV02205
qylarry, 03/12/2015 01:20:32PM, sort, office visit OV02680
xcherndon, 03/12/2015 02:45:44PM, import, message M5802
qylarry, 03/12/2015 05:56:04PM, import, office visit OV05644
lqmadden, 03/12/2015 09:17:34PM, view, appointment A003046
xcherndon, 03/13/2015 01:17:21AM, assign, notification NX1212
dsblythe, 03/13/2015 03:56:08AM, schedule, appointment A002321
xcherndon, 03/13/2015 04:22:55AM, modify, ICD-9 Code 934
qylarry, 03/13/2015 06:02:08AM, resolve, notification NX4608
fzalcala, 03/13/2015 09:59:47AM, disable, appointment A000770
dsblythe, 03/13/2015 11:56:47AM, merge, patient specific instructions A159
qylarry, 03/14/2015 01:00:49AM, import, office visit OV02939
fzalcala, 03/14/2015 02:58:46AM, complete, system alert CA03406
fzalcala, 03/14/2015 04:59:19AM, delete, notification NX4358
xcherndon, 03/14/2015 02:31:26PM, import, office visit OV01979
fzalcala, 03/14/2015 03:43:29PM, query, notification NX2872
dsblythe, 03/14/2015 10:52:07PM, cancel, system alert CA03417
lqmadden, 03/15/2015 04:42:28AM, export, office visit OV02027
quhundley, 03/15/2015 09:44:12AM, resolve, ICD-10 Code 394
quhundley, 03/15/2015 10:47:44AM, create, message M4467
quhundley, 03/15/2015 02:55:28PM, cancel, notification NX0301
xcherndon, 03/15/2015 04:36:24PM, disable, notification NX0207
quhundley, 03/16/2015 03:33:10AM, create, message M4467
xcherndon, 03/16/2015 09:53:16AM, enable, system alert CA03006
qylarry, 03/16/2015 02:23:01PM, assign, office visit OV01345
lqmadden, 03/16/2015 02:24:17PM, schedule, appointment A002321
qylarry, 03/17/2015 06:20:07AM, modify, office visit OV04065
quhundley, 03/17/2015 07:47:35AM, complete, message M3214
dsblythe, 03/17/2015 08:46:48AM, modify, ICD-9 Code 309
xcherndon, 03/17/2015 10:18:21AM, cancel, notification NX1118
lqmadden, 03/17/2015 10:27:01AM, complete, ICD-9 Code 905
qylarry, 03/18/2015 11:27:16AM, cancel, system alert CA03417
xcherndon, 03/18/2015 07:16:39PM, disable, message M5308
lqmadden, 03/19/2015 06:05:47AM, print, ICD-9 Code 397
fzalcala, 03/19/2015 06:16:10AM, merge, system alert CA00306
dsblythe, 03/19/2015 09:07:35AM, merge, system alert CA00306
qylarry, 03/19/2015 11:25:55AM, print, office visit OV00759
qylarry, 03/19/2015 01:03:34PM, modify, office visit OV03948
qylarry, 03/19/2015 09:38:01PM, disable, ICD Code 118
xcherndon, 03/20/2015 08:06:35AM, update, notification NX0017
quhundley, 03/20/2015 08:03:09PM, schedule, appointment A002321
fzalcala, 03/21/2015 06:25:01AM, delete, ICD-9 Code 261
lqmadden, 03/21/2015 03:49:59PM, modify, notification NX3875
qylarry, 03/21/2015 10:55:19PM, update, notification NX4225
fzalcala, 03/22/2015 06:45:57AM, export, system alert CA04826
dsblythe, 03/22/2015 12:33:45PM, update, notification NX3502
xcherndon, 03/23/2015 12:12:06AM, create, system alert CA04840
fzalcala, 03/23/2015 05:41:09AM, access, notification NX4121
quhundley, 03/23/2015 08:52:32AM, cancel, system alert CA02174
xcherndon, 03/23/2015 12:05:19AM, import, office visit OV02939
fzalcala, 03/23/2015 10:43:21PM, complete, office visit OV01743
qylarry, 03/24/2015 01:15:12AM, create, system alert CA03482
qylarry, 03/24/2015 03:22:33AM, export, office visit OV02309
qylarry, 03/25/2015 02:39:44AM, order, message M4322
lqmadden, 03/25/2015 07:51:58AM, cancel, office visit OV01448
dsblythe, 03/25/2015 11:55:37AM, order, message M1819
lqmadden, 03/25/2015 02:26:37PM, cancel, office visit OV01843
quhundley, 03/25/2015 06:54:27PM, import, system alert CA01287
dsblythe, 03/25/2015 10:39:21PM, create, message M4467
qylarry, 03/26/2015 01:10:30AM, update, ICD Code 26
xcherndon, 03/26/2015 06:17:13AM, update, CPT Code 89
xcherndon, 03/26/2015 10:24:08AM, disable, office visit OV00982
dsblythe, 03/26/2015 11:37:26AM, unmerge, system alert CA02196
qylarry, 03/26/2015 12:02:18AM, modify, office visit OV03948
fzalcala, 03/26/2015 05:52:29PM, update, notification NX3622
qylarry, 03/26/2015 06:01:10PM, disable, office visit OV01154
lqmadden, 03/26/2015 10:57:00PM, merge, system alert CA00306
fzalcala, 03/27/2015 03:02:00AM, resolve, HL7 Code 239
fzalcala, 03/27/2015 06:35:01AM, modify, patient specific instructions A1473
fzalcala, 03/27/2015 08:29:51AM, merge, system alert CA00306
lqmadden, 03/27/2015 10:25:48AM, delete, ICD-10 Code 420
dsblythe, 03/27/2015 10:46:37AM, delete, notification NX4358
dsblythe, 03/27/2015 04:32:52PM, query, system alert CA02891
lqmadden, 03/27/2015 08:32:52PM, delete, notification NX3711
qylarry, 04/01/2015 09:18:55AM, cancel, office visit OV00234
xcherndon, 04/01/2015 12:49:50AM, resolve, ICD-9 Code 194
fzalcala, 04/01/2015 05:11:30PM, complete, message M4329
quhundley, 04/02/2015 03:11:38AM, delete, notification NX4358
lqmadden, 04/02/2015 06:43:47AM, view, notification NX2649
quhundley, 04/02/2015 03:59:41PM, print, system alert CA04407
fzalcala, 04/02/2015 04:40:21PM, disable, appointment A000770
dsblythe, 04/02/2015 06:26:02PM, update, patient specific instructions A532
lqmadden, 04/03/2015 05:02:44AM, print, office visit OV00092
dsblythe, 04/03/2015 02:48:01PM, update, ICD Code 26
fzalcala, 04/03/2015 04:46:36PM, modify, appointment A005126
fzalcala, 04/04/2015 01:33:55AM, import, office visit OV02939
lqmadden, 04/05/2015 02:55:45AM, complete, ND code 245
lqmadden, 04/05/2015 06:21:33AM, complete, appointment A003583
dsblythe, 04/05/2015 08:16:58AM, create, office visit OV01243
qylarry, 04/05/2015 03:15:58PM, update, office visit OV04352
quhundley, 04/06/2015 01:38:25AM, modify, office visit OV03948
lqmadden, 04/06/2015 08:38:16AM, view, appointment A002502
dsblythe, 04/06/2015 01:56:39PM, create, appointment A003818
dsblythe, 04/06/2015 03:26:30PM, assign, system alert CA04099
lqmadden, 04/06/2015 04:47:45PM, cancel, system alert CA03417
quhundley, 04/06/2015 09:07:44PM, cancel, ICD-10 Code 423
xcherndon, 04/07/2015 08:39:10PM, order, message M1819
fzalcala, 04/07/2015 10:42:35PM, cancel, notification NX1842
qylarry, 04/08/2015 08:39:26AM, modify, patient specific instructions A1473
fzalcala, 04/09/2015 02:29:54AM, query, system alert CA02891
fzalcala, 04/09/2015 12:36:59PM, update, ICD-10 Code 637
dsblythe, 04/09/2015 06:43:40PM, enable, message M2842
fzalcala, 04/10/2015 06:20:03AM, unmerge, office visit OV00148
xcherndon, 04/10/2015 09:18:33AM, query, notification NX2872
dsblythe, 04/10/2015 11:36:08AM, modify, office visit OV03948
xcherndon, 04/10/2015 05:02:21PM, complete, office visit OV03063
xcherndon, 04/10/2015 11:26:17PM, access, notification NX4616
dsblythe, 04/11/2015 01:05:01AM, modify, office visit OV03948
quhundley, 04/11/2015 05:14:08AM, print, ICD-9 Code 397
dsblythe, 04/11/2015 06:38:11PM, cancel, notification NX1118
xcherndon, 04/11/2015 11:40:02PM, create, message M3668
xcherndon, 04/13/2015 06:27:00AM, complete, message M3214
dsblythe, 04/13/2015 05:13:51PM, schedule, patient specific instructions A797
dsblythe, 04/14/2015 04:23:02AM, query, notification NX2872
fzalcala, 04/14/2015 00:06:20PM, disable, ICD-9 Code 1150
xcherndon, 04/14/2015 11:13:29PM, access, system alert CA04685
xcherndon, 04/15/2015 05:27:06AM, resolve, notification NX4608
qylarry, 04/15/2015 09:58:19AM, modify, appointment A005126
dsblythe, 04/15/2015 12:41:21PM, delete, ICD-9 Code 261
quhundley, 04/15/2015 08:07:36PM, cancel, notification NX4835
quhundley, 04/16/2015 08:37:50AM, schedule, system alert CA01893
qylarry, 04/16/2015 10:38:41AM, update, ICD Code 26
lqmadden, 04/16/2015 09:32:08PM, delete, notification NX2338
lqmadden, 04/17/2015 02:06:35AM, import, notification NX0848
lqmadden, 04/17/2015 01:23:37PM, query, appointment A001519
quhundley, 04/17/2015 01:29:52PM, merge, appointment A004259
xcherndon, 04/17/2015 05:27:50PM, update, ICD Code 26
dsblythe, 04/17/2015 07:30:29PM, print, appointment A004091
fzalcala, 04/17/2015 10:56:42PM, resolve, notification NX4608
quhundley, 04/17/2015 11:18:42PM, resolve, system alert CA03516
qylarry, 04/17/2015 12:27:05PM, delete, HL7 Code 114
lqmadden, 04/19/2015 02:28:09AM, create, message M3668
quhundley, 04/19/2015 03:02:07AM, complete, ND code 245
quhundley, 04/19/2015 12:24:43PM, assign, office visit OV01345
fzalcala, 04/19/2015 01:40:54PM, update, patient specific instructions A905
xcherndon, 04/19/2015 09:33:31PM, merge, message M3062
xcherndon, 04/19/2015 10:48:59PM, assign, message M1968
xcherndon, 04/19/2015 11:34:26PM, create, message M4467
quhundley, 04/20/2015 12:25:54AM, unmerge, system alert CA00277
xcherndon, 04/20/2015 12:03:37PM, assign, system alert CA00191
lqmadden, 04/20/2015 04:24:29PM, schedule, appointment A002321
qylarry, 04/20/2015 05:48:51PM, query, office visit OV02124
qylarry, 04/20/2015 08:54:03PM, view, patient specific instructions A663
quhundley, 04/21/2015 04:35:01AM, resolve, ICD-9 Code 194
fzalcala, 04/21/2015 12:13:04PM, complete, message M3214
quhundley, 04/21/2015 12:32:57PM, update, notification NX0017
qylarry, 04/21/2015 03:09:53PM, access, patient specific instructions A216
xcherndon, 04/21/2015 07:56:26PM, query, notification NX2287
dsblythe, 04/22/2015 01:19:43AM, order, ICD-10 Code 865
quhundley, 04/22/2015 02:08:05AM, sort, system alert CA04760
lqmadden, 04/22/2015 08:35:33AM, create, office visit OV02431
xcherndon, 04/22/2015 09:47:02PM, merge, system alert CA00437
xcherndon, 04/23/2015 12:24:14AM, cancel, notification NX2705
lqmadden, 04/23/2015 02:15:57AM, modify, notification NX2312
qylarry, 04/23/2015 02:32:29AM, schedule, appointment A004513
lqmadden, 04/23/2015 03:04:22AM, sort, appointment A005008
fzalcala, 04/23/2015 07:32:44AM, create, office visit OV04060
qylarry, 04/23/2015 10:28:52AM, update, notification NX0017
xcherndon, 04/23/2015 06:05:53PM, export, message M1882
lqmadden, 04/24/2015 07:50:55AM, print, office visit OV00092
qylarry, 04/24/2015 09:36:06AM, update, CPT Code 89
xcherndon, 04/24/2015 12:05:58PM, merge, message M3992
quhundley, 04/24/2015 04:38:41PM, create, office visit OV02431
dsblythe, 04/24/2015 12:35:57PM, assign, notification NX1212
xcherndon, 04/25/2015 08:59:42AM, export, CPT Code 52
quhundley, 04/25/2015 09:16:42AM, resolve, office visit OV04479
qylarry, 04/25/2015 12:50:00AM, unmerge, appointment A002347
xcherndon, 04/25/2015 11:57:19PM, update, patient specific instructions A532
quhundley, 04/26/2015 10:19:34AM, view, office visit OV02486
lqmadden, 04/26/2015 11:19:00AM, query, message M5221
dsblythe, 04/26/2015 11:46:35AM, create, office visit OV01243
lqmadden, 04/26/2015 12:40:04PM, export, system alert CA04826
lqmadden, 04/27/2015 12:39:42AM, update, ICD Code 26
dsblythe, 04/27/2015 02:49:58AM, update, ICD Code 26
xcherndon, 04/27/2015 07:03:44AM, delete, ICD-9 Code 261
quhundley, 04/27/2015 12:07:08PM, delete, system alert CA02206
dsblythe, 05/01/2015 03:57:06AM, print, notification NX2286
xcherndon, 05/01/2015 04:15:21AM, create, message M4467
xcherndon, 05/01/2015 07:46:04AM, export, office visit OV02738
quhundley, 05/01/2015 12:04:39PM, complete, office visit OV04294
dsblythe, 05/02/2015 03:04:07AM, resolve, appointment A000609
xcherndon, 05/02/2015 11:18:12AM, order, message M1819
qylarry, 05/02/2015 12:15:15PM, merge, notification NX0932
dsblythe, 05/02/2015 02:29:15PM, modify, office visit OV00050
lqmadden, 05/02/2015 10:57:50PM, export, system alert CA04826
lqmadden, 05/03/2015 12:38:52AM, assign, office visit OV01345
qylarry, 05/03/2015 03:42:55AM, enable, office visit OV02040
quhundley, 05/03/2015 05:58:44AM, schedule, appointment A002321
xcherndon, 05/03/2015 12:48:00PM, update, notification NX0390
qylarry, 05/03/2015 06:59:03PM, modify, notification NX2392
xcherndon, 05/03/2015 09:17:43PM, sort, system alert CA04760
qylarry, 05/04/2015 07:38:56AM, import, ICD-9 Code 741
lqmadden, 05/04/2015 11:18:50AM, cancel, notification NX1604
dsblythe, 05/04/2015 03:48:00PM, import, appointment A002389
qylarry, 05/04/2015 07:45:08PM, query, notification NX2287
lqmadden, 05/05/2015 09:49:42AM, query, HL7 Code 288
quhundley, 05/05/2015 12:35:54AM, assign, system alert CA04099
xcherndon, 05/05/2015 07:57:21PM, modify, notification NX2312
xcherndon, 05/05/2015 09:02:29PM, update, notification NX2099
qylarry, 05/05/2015 10:00:18PM, modify, notification NX1806
qylarry, 05/06/2015 11:17:03AM, access, system alert CA00245
fzalcala, 05/06/2015 11:58:38AM, import, system alert CA01287
qylarry, 05/06/2015 12:12:19PM, complete, message M2049
quhundley, 05/06/2015 12:50:24PM, create, message M3668
lqmadden, 05/07/2015 04:44:42AM, import, office visit OV05644
qylarry, 05/07/2015 03:55:41PM, unmerge, system alert CA00345
qylarry, 05/07/2015 07:46:19PM, enable, system alert CA04762
qylarry, 05/07/2015 08:15:33PM, create, office visit OV01854
quhundley, 05/07/2015 09:28:17PM, complete, message M3214
lqmadden, 05/08/2015 03:07:17AM, query, notification NX2872
dsblythe, 05/08/2015 02:59:33PM, assign, ICD-9 Code 790
xcherndon, 05/08/2015 08:45:36PM, modify, HL7 Code 282
lqmadden, 05/08/2015 11:41:46PM, disable, appointment A000770
lqmadden, 05/09/2015 02:41:59AM, merge, system alert CA00306
xcherndon, 05/09/2015 04:03:40AM, view, notification NX2816
xcherndon, 05/09/2015 07:50:45AM, cancel, office visit OV01843
fzalcala, 05/10/2015 10:02:31AM, unmerge, system alert CA03572
lqmadden, 05/10/2015 06:25:28PM, delete, notification NX4358
qylarry, 05/10/2015 07:58:03PM, cancel, office visit OV00234
dsblythe, 05/10/2015 11:39:14PM, unmerge, appointment A000762
lqmadden, 05/11/2015 01:38:21AM, cancel, office visit OV01843
lqmadden, 05/11/2015 01:28:51PM, import, message M5616
fzalcala, 05/11/2015 05:22:15PM, modify, ICD-9 Code 309
qylarry, 05/11/2015 06:58:56PM, import, appointment A002389
xcherndon, 05/11/2015 11:33:43PM, unmerge, notification NX2628
xcherndon, 05/12/2015 03:37:31AM, sort, appointment A005008
xcherndon, 05/12/2015 10:39:11PM, order, ND code 284
fzalcala, 05/12/2015 11:02:35PM, cancel, office visit OV01843
dsblythe, 05/13/2015 12:41:04AM, create, message M4467
lqmadden, 05/13/2015 11:02:36AM, update, CPT Code 89
dsblythe, 05/14/2015 02:49:55AM, order, appointment A004704
fzalcala, 05/14/2015 07:19:46AM, assign, message M5253
qylarry, 05/14/2015 07:37:03AM, modify, office visit OV02810
xcherndon, 05/14/2015 07:37:31AM, modify, HL7 Code 282
fzalcala, 05/14/2015 08:26:12AM, unmerge, notification NX4728
qylarry, 05/14/2015 02:42:41PM, update, patient specific instructions A396
lqmadden, 05/14/2015 03:19:16PM, enable, system alert CA04762
qylarry, 05/14/2015 06:41:09PM, print, system alert CA04407
quhundley, 05/14/2015 06:57:05PM, schedule, notification NX0190
fzalcala, 05/14/2015 08:28:13PM, complete, message M4329
fzalcala, 05/14/2015 10:17:15PM, export, notification NX1046
lqmadden, 05/15/2015 12:01:51AM, disable, patient specific instructions A541
dsblythe, 05/15/2015 12:39:13AM, print, notification NX1293
lqmadden, 05/15/2015 09:17:32AM, update, ICD Code 26
fzalcala, 05/15/2015 03:55:35PM, create, ICD-9 Code 1237
fzalcala, 05/15/2015 06:04:11PM, cancel, system alert CA02174
quhundley, 05/15/2015 06:52:52PM, print, notification NX2286
lqmadden, 05/15/2015 12:48:10PM, update, office visit OV04352
xcherndon, 05/16/2015 06:19:34AM, sort, appointment A003855
fzalcala, 05/16/2015 12:06:10PM, complete, ND code 245
qylarry, 05/16/2015 05:53:47PM, enable, office visit OV00119
quhundley, 05/17/2015 04:12:53AM, assign, system alert CA00191
quhundley, 05/18/2015 12:19:44AM, modify, notification NX3875
dsblythe, 05/18/2015 03:01:56AM, unmerge, notification NX1034
xcherndon, 05/18/2015 12:26:25PM, disable, message M5308
fzalcala, 05/18/2015 12:43:40PM, export, message M1050
quhundley, 05/18/2015 12:56:23PM, assign, ICD-9 Code 790
lqmadden, 05/18/2015 10:21:57PM, merge, office visit OV03122
quhundley, 05/18/2015 11:14:30PM, unmerge, notification NX4544
fzalcala, 05/19/2015 12:00:47AM, query, HL7 Code 288
qylarry, 05/19/2015 01:45:59AM, view, notification NX2816
fzalcala, 05/19/2015 10:27:13AM, cancel, notification NX2705
qylarry, 05/19/2015 11:54:15AM, cancel, notification NX1604
fzalcala, 05/19/2015 05:08:31PM, merge, message M3062
xcherndon, 05/19/2015 08:22:46PM, update, CPT Code 89
quhundley, 05/19/2015 10:06:27PM, merge, system alert CA00306
fzalcala, 05/20/2015 10:10:08AM, update, office visit OV02205
xcherndon, 05/20/2015 08:13:33PM, modify, appointment A003833
fzalcala, 05/21/2015 02:56:56AM, import, office visit OV02939
fzalcala, 05/21/2015 06:06:48AM, unmerge, notification NX1624
lqmadden, 05/21/2015 09:12:22AM, print, office visit OV00092
dsblythe, 05/21/2015 01:17:19PM, view, notification NX2816
fzalcala, 05/21/2015 05:59:32PM, update, patient specific instructions A532
xcherndon, 05/21/2015 06:36:24PM, update, patient specific instructions A532
dsblythe, 05/21/2015 11:12:31PM, complete, ICD-9 Code 905
dsblythe, 05/22/2015 04:44:17AM, cancel, system alert CA03417
fzalcala, 05/22/2015 07:39:34AM, order, system alert CA04806
quhundley, 05/22/2015 12:56:47PM, modify, LOINC code 174
xcherndon, 05/23/2015 12:12:23AM, complete, ICD-9 Code 905
lqmadden, 05/23/2015 03:25:49PM, print, system alert CA04407
quhundley, 05/23/2015 04:35:20PM, modify, notification NX3875
qylarry, 05/24/2015 01:44:41AM, sort, appointment A005008
qylarry, 05/24/2015 02:02:03PM, cancel, appointment A005052
quhundley, 05/24/2015 03:33:40PM, modify, HL7 Code 282
lqmadden, 05/24/2015 06:09:54PM, update, patient specific instructions A532
lqmadden, 05/24/2015 10:07:04PM, disable, appointment A000770
xcherndon, 05/25/2015 12:19:03AM, create, office visit OV02431
xcherndon, 05/25/2015 04:29:04AM, merge, office visit OV03122
qylarry, 05/25/2015 08:51:57AM, schedule, appointment A002321
dsblythe, 05/25/2015 09:55:10AM, schedule, appointment A002321
fzalcala, 05/25/2015 12:03:39PM, delete, system alert CA02948
qylarry, 05/26/2015 07:49:26AM, print, office visit OV05337
fzalcala, 05/26/2015 10:22:40AM, export, office visit OV03338
fzalcala, 05/26/2015 02:14:45PM, update, ICD Code 26
quhundley, 05/26/2015 08:40:23PM, create, ICD-9 Code 130
lqmadden, 05/26/2015 12:40:39PM, create, office visit OV01243
lqmadden, 05/27/2015 05:07:50AM, cancel, system alert CA03417
quhundley, 05/27/2015 07:36:55AM, disable, notification NX1054
dsblythe, 05/27/2015 01:17:41PM, create, system alert CA04840
dsblythe, 05/27/2015 05:56:36PM, sort, appointment A005008
dsblythe, 05/27/2015 06:47:34PM, import, ICD-9 Code 741
qylarry, 06/01/2015 12:13:00AM, merge, office visit OV03122
qylarry, 06/01/2015 04:01:40AM, view, appointment A002502
